Date,[Author Year] {Qubit},DOI,Published?,Measured Lab,Notes,EJ (hGHz),EC (hGHz),EL (hGHz),fr (GHz),kappa/2pi (MHz),g/2pi (hMHz),Coherence Loc?,chi01 (hMHz),T1 (us),T2R (us),T2E (us),Fid_ro,Grounded/Floating,n_crit,n_ro,t_ro (us),Quantum Amplifier,Drive Lines,Bandaging,Cavity Type,Flux Noise Amplitude (uPhi0),Cap. Pad Material,Qubit Image,Measured Area/Perim Image,Loop area (um^2),Loop Perimeter (um),Measured JJ Area,JJ in Array area (um^2),n_JJ_in_Array,Special Name,Substrate,Superinductance,# Other Qb,Jc (uA/um^2),tan(deltaC) (x10^6)
2023/11/23,[Gao 2023] 7_2,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",3.81,1.36,0.68,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,93,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,813.3,,,,,Sapphire,TiAlN,Zero,,2.4
2023/11/23,[Gao 2023] 7_1,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",3.96,1.36,0.66,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,100,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,739.4,,,,,Sapphire,TiAlN,Zero,,2.3
2023/11/23,[Gao 2023] 6_2,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",4.57,1.38,0.64,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,45,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,1250,,,,,Sapphire,TiN,Zero,,2.3
2023/11/23,[Gao 2023] 6_1,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",4.74,1.39,0.6,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,46,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,1000,,,,,Sapphire,TiN,Zero,,3.2
2023/11/23,[Gao 2023] 5_1,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",3.77,1.4,0.65,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,27,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,1000,,,,,Sapphire,TiN,Zero,,3.1
2023/11/23,[Gao 2023] 1_3,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",5.25,1.3,0.32,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,333,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,340,,,,,Sapphire,TiAlN,Zero,,10.6
2023/11/23,[Gao 2023] 1_2,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",4.42,1.37,0.35,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,379,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,320,,,,,Sapphire,TiAlN,Zero,,6.6
2023/11/23,[Gao 2023] 1_1,10.48550/arXiv.2310.06621,arXiv,Alibaba,"varies cross-section of nano-wire and looks at flux noise amplitude. Table S1 has ~25 qubits. Note that they report tan(delta) and flux noise amplitude, not T1",4.07,1.42,0.39,,,,half-flux,,,,,,floating,,,,None,on-chip flux,,2D,286,TiN,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085128.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_085513.png",,,280,,,,,Sapphire,TiAlN,Zero,,5.4
2023/11/03,[Simakov 2023] B,10.1103/PRXQuantum.4.040321,Published,MISIS,,1.9,0.55,0.7507,7.3813,6.954,,half-flux,0.162,22,5.8,,,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200148.png,,,,,,,,Si,Dolan JJ Array,One,,
2023/11/03,[Simakov 2023] A,10.1103/PRXQuantum.4.040321,Published,MISIS,,1.8,0.55,0.7507,7.1699,8.656,,half-flux,0.131,15.8,4.5,,,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200148.png,,,,,,,,Si,Dolan JJ Array,One,,
2023/09/25,[Ding 2023] B2,10.1103/PhysRevX.13.031035,Published,MIT,,5.4,1.33,0.6,7.09,1.5,,half-flux,0.3,1200,135,310,0.95,floating,,,2,TWPA,"charge drive, global flux, on-chip flux",,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_095355.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180126.png,255,78,,,102,,Si,Dolan JJ Array,One,,
2023/09/25,[Ding 2023] B1,10.1103/PhysRevX.13.031035,Published,MIT,,5.7,1.41,0.88,7.2,1.5,,half-flux,0.3,450,230,240,0.95,floating,,,2,TWPA,"charge drive, global flux, on-chip flux",,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_095355.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180126.png,255,78,,,102,,Si,Dolan JJ Array,One,,
2023/09/25,[Ding 2023] A2,10.1103/PhysRevX.13.031035,Published,MIT,,5.71,1.3,0.59,7.08,1.5,,half-flux,0.3,1090,70,190,0.95,floating,,,2,TWPA,"charge drive, global flux, on-chip flux",,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_095355.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180126.png,255,78,,,102,,Si,Dolan JJ Array,One,,
2023/09/25,[Ding 2023] A1,10.1103/PhysRevX.13.031035,Published,MIT,,6.27,1.41,0.8,7.19,1.5,,half-flux,0.3,560,160,200,0.95,floating,,,2,TWPA,"charge drive, global flux, on-chip flux",,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_095355.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_180126.png,255,78,,,102,,Si,Dolan JJ Array,One,,
2023/09/12,[D-wave 2023],,Published,D-Wave,Split JJ for frequency tuning,13.91,2.98,0.654,,,,half-flux (tunable Ej),,120,10,,,floating,,,,,on-chip flux,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_125800.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_201931.png,674,119,,,,,,,Zero,,
2023/09/08,[Sun 2023],10.1103/PhysRevApplied.20.034016,Published,Alibaba,"tunable Ej fluxonium, a lot of data on coherence for different locations. Ej tunable from 0.05 to 14.19 GHz. Treat this specially in database???? readout done with f01 =385 MHz. ",,1.49,0.65,,,,,,,,,0.89,,,,1.5,,"charge drive, on-chip flux",,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_194340.png,,,,,,,,,,Zero,,
2023/09/01,[Spiecker 2023],10.1038/s41567-023-02082-8,Published,KIT,split junction JJ. Note: same device as [Gusenkova 2021],5.6,0.281,0.708,,,,half-flux (tunable Ej),,12.5,0.84,3.2,0.9745,floating,,,,DJJAA,global flux,None,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_084248.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210215.png,4231,389,,,,,Sapphire,GrAl,Zero,,
2023/08/04,[Dogan 2023] B,10.1103/PhysRevApplied.20.024011,Published,Amherst,Low readout fidelity — lots of averaging.,4.34,1.13,1.42,,,,half-flux,,17,5.5,13,,floating,,,,None,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_162536.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_174231.png,485,114,,,,,Sapphire,Dolan JJ Array,One,,
2023/08/04,[Dogan 2023] A,10.1103/PhysRevApplied.20.024011,Published,Amherst,Low readout fidelity — lots of averaging.,4.03,1.18,0.78,,,,half-flux,,52,14,22,,floating,,,,None,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_162536.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_174231.png,485,114,,,,,Sapphire,Dolan JJ Array,One,,
2023/07/05,[Hassani 2023] C,10.1038/s41467-023-39656-2,Published,IST,"Measured at 0 flux, such deep wells that fluxon transition matrix elements at half flux are exceptionally small. Area and perimeter estimated as 40*40um^2*N and 4*40um*N respectively. Area and perimter divided by 3 due to smaller L (from shorts).",33.34,0.17,1.6,,,86.3,0-flux,,17.4,22.6,,0.932,floating,,1500,0.5,None,global flux,Ex-situ,3D,98,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_190916.png,,52800,5280,,,,inductively shunted transmon,Si,Al,Zero,,
2023/07/05,[Hassani 2023] B,10.1038/s41467-023-39656-2,Published,IST,"Measured at 0 flux, such deep wells that fluxon transition matrix elements at half flux are exceptionally small. Area and perimeter estimated as 40*40um^2*N and 4*40um*N respectively",31.13,0.165,0.56,,,119.6,0-flux,,21,27.8,,0.932,floating,,1500,0.5,None,global flux,Ex-situ,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_190916.png,,158400,15840,,,,inductively shunted transmon,Si,Al,Zero,,
2023/07/05,[Hassani 2023] A,10.1038/s41467-023-39656-2,Published,IST,"Measured at 0 flux, such deep wells that fluxon transition matrix elements at half flux are exceptionally small. Area and perimeter estimated as 40*40um^2*N and 4*40um*N respectively",29.93,0.164,0.56,,,107.7,0-flux,,15.5,13,,0.932,floating,,1500,0.5,None,global flux,Ex-situ,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_190916.png,,158400,15840,,,,inductively shunted transmon,Si,Al,Zero,,
2023/06/29,[Somoroff 2023],10.1103/PhysRevLett.130.267001,Published,UMD,,5.57,1.08,0.64,7.54,20.2,40,half-flux,1.3,1200,1480,,,floating,,,20,None,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_213714.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_172136.png,513,149,,,,,Sapphire,Dolan JJ Array,Zero,,
2023/03/09,[Bryon 2023],10.1103/PhysRevApplied.19.034031,Published,Princeton,,6.49,0.755,0.445,7.39,0.4,110,half-flux,,6.2,,,0.91,floating,,,,TWPA,"global flux, on-chip flux",Ion-Mill During JJ,2D,,Ta,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_193852.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_205351.png,4551,287,,,159,,Sapphire,Dolan JJ Array,,,
2023/02/01,[Rieger 2023],10.1038/s41563-022-01417-9,Published,KIT,"Antenna Fluxonium, tilted image area/perimeter is approx",23.4,15.4,0.573,7.407,1,,half-flux,0.86,11.4,,10.5,,floating,,10,0.784,DJJAA,global flux,None,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_213638.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_175142.png,85,113,,,,gralmonium,Sapphire,GrAl,Zero,,
2022/11/12,[Hyyppä 2022] E,10.1038/s41467-022-34614-w,Published,IQM,,15,0.279,25.7,6.156,1.8,92.3,half-flux,4.1,5.6,2.5,11.4,0.89,floating,,,1.6,None,"charge drive, global flux",Ion-Mill During JJ,2D,14.3,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/12,[Hyyppä 2022] D,10.1038/s41467-022-34614-w,Published,IQM,,14.8,0.278,25.7,5.699,10,85.7,half-flux,20.2,3.9,2.3,7,,floating,,,,None,"charge drive, global flux",Ion-Mill During JJ,2D,11.1,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/12,[Hyyppä 2022] C,10.1038/s41467-022-34614-w,Published,IQM,,17.4,0.29,25.3,5.522,9.2,79.7,half-flux,9.2,5.8,2.3,9.3,,floating,,,,None,"charge drive, global flux",Ion-Mill During JJ,2D,11.2,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/12,[Hyyppä 2022] B,10.1038/s41467-022-34614-w,Published,IQM,,19,0.297,25.2,6.198,1.24,70,half-flux,1.2,8.6,3.1,9.2,,floating,,,,None,"charge drive, global flux",Ion-Mill During JJ,2D,15,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/12,[Hyyppä 2022] A,10.1038/s41467-022-34614-w,Published,IQM,,23.3,0.318,24.9,5.826,0.43,53.5,half-flux,0.74,7.2,1.9,6.8,,floating,,,,None,"charge drive, global flux",Ion-Mill During JJ,2D,6.1,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/08,[Moskalenko 2022] S,10.1038/s41534-022-00644-x,Published,MISIS,,1.989,0.564,0.858,6.841,7.4,,half-flux,0.495,172,113,146,0.96,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,Zero,,
2022/11/08,[Moskalenko 2022] B,10.1038/s41534-022-00644-x,Published,MISIS,,2.061,0.567,0.835,7.383,7.2,,half-flux,0.272,86,76,93,0.89,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,One,,
2022/11/08,[Moskalenko 2022] A,10.1038/s41534-022-00644-x,Published,MISIS,,2.052,0.567,0.835,7.167,7.7,,half-flux,0.257,87,51,107,0.87,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,One,,
2022/06/28,[Bao 2022] B,10.1103/PhysRevLett.129.010502,Published,Alibaba,,2.086,1.572,0.537,6.753,,,half-flux,0.4,57,,17,0.77,floating,,,1,None,"charge drive, on-chip flux",None,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_160907.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_173933.png,1399,279,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152639.png,0.39,100,,Si,Manhattan JJ Array,One,,
2022/06/28,[Bao 2022] A,10.1103/PhysRevLett.129.010502,Published,Alibaba,,2.257,1.398,0.523,6.696,14.29,,half-flux,0.63,80,,30,0.88,floating,,,1.5,None,"charge drive, on-chip flux",None,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_160907.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_173933.png,1399,279,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152639.png,0.39,100,,Si,Manhattan JJ Array,One,,
2022/04/15,[Xiong 2022] B,10.1103/PhysRevResearch.4.023040,Published,UMD,,3.87,1.069,0.771,,,,half-flux,,116,13,20,,floating,,,,JTWPA,global flux,,3D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_192651.png,,,,,,,,,Dolan JJ Array,One,,
2022/04/15,[Xiong 2022] A,10.1103/PhysRevResearch.4.023040,Published,UMD,,5.263,1.051,0.753,,,,half-flux,,158,10,14,,floating,,,,JTWPA,global flux,,3D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_192651.png,,,,,,,,,Dolan JJ Array,One,,
2022/02/02,[Gusenkova 2022],10.1063/5.0075909,Published,Gran Sasso,Gradiometric measured area is taken as total loop. Revisit to clarify which length scale matters for flux noise amplitude.,5.1,5.7,0.95,7.445,,,half-flux,-7.8,10,0.59,5.3,,floating,,,,,global flux,,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_185447.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_204135.png,5120,328,,,,gradiometric fluxonium,Sapphire,GrAl,One,,
2021/11/24,[Peruzzo 2021] F,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",1.99,3.4,0.215,,,,half-flux,,2.25,,2,,,,,,,,,2D,646,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,200000,20000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] E,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",4.89,2.97,0.205,,,,half-flux,,9.62,,6,,,,,,,,,2D,673,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,200000,20000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] D,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",3.05,3.83,0.62,,,,half-flux,,1.81,,,,,,,,,,,2D,787,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] C,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",5.41,3.25,0.619,,,,half-flux,,3.29,,,,,,,,,,,2D,338,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] B,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",5.92,3.15,0.62,,,,half-flux,,2.38,,,,,,,,,,,2D,317,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] G,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",3.15,0.5,0.78,,,,,,,,,,,,,,,,,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160532.png,,112000,11200,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] H,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",9,0.54,10.7,,,,,,,,,,,,,,,,,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160532.png,,40000,4000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] A,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database. loop area is estimated as 40*40um^2 * Nturns. Loop perimeter is estimated as 4*40um * Nturns",8.55,2.75,0.618,,,,half-flux,,1.5,,,,,,,,,,,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/04,[Cottet 2021],10.1038/s41467-021-26686-x,Published,UMD,"no resonator! tilted image, so areas and perimeter are rough approximations",2,1.2,0.62,,,,half-flux,,52,,52,,floating,,,,None,global flux,,3D Waveguide,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_153927.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_203156.png,111,51,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155647.png,0.73,,,,Dolan JJ Array,Zero,,
2021/09/02,[Liu 2021],10.48550/arXiv.2109.00994,arXiv,USTC,Operates at 0 flux sweet spot,4.5,0.7,2.2,,,,0-flux,,32.5,16.3,,,grounded,,,,,,,2D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_132142.png,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155502.png,0.52,37,Plasmonium,,Dolan JJ Array,One,,
2021/06/11,[Gusenkova 2021] phi2,10.1103/PhysRevApplied.15.064030,Published,KIT,tunable JJ. Chi changes with large numbers of photons in resonator,5.6,0.281,0.708,7.244,1.16,,half-flux (tunable Ej),0.7,,,,,floating,,,,DJJAA,global flux,None,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_084248%201.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210215%201.png,4231,389,,,,,Sapphire,GrAl,Zero,,
